"source","title","year","doi","match_por","estado_abstract","n_car_abstract","abstract","abstract_corpus"
"OVID","Risks and benefits of psilocybin use in people with bipolar disorder: An international web-based survey on experiences of 'magic mushroom' consumption.",2023,"10.1177/02698811221131997",NA,"sin_crudo_emparejado",NA,NA,"Background: Psilocybin, the primary psychoactive component of psychedelic 'magic mushrooms', may have potential for treating depressive symptoms, and consequent applications for bipolar disorder (BD). Knowledge of the risks and benefits of psilocybin in BD is limited to case studies. Aim: To support the design of clinical trials, we surveyed experiences of psilocybin use in people with BD. Methods: An international web-based survey was used to explore experiences of psilocybin use in people with a self-reported diagnosis of BD. Quantitative findings were summarised using descriptive statistics. Qualitative content analysis was used to investigate free-text responses, with a focus on positive experiences of psilocybin use. Results: A total of 541 people completed the survey (46.4% female, mean 34.1 years old). One-third (32.2%; n = 174) of respondents described new/increasing symptoms after psilocybin trips, prominently manic symptoms, difficulties sleeping and anxiety. No differences in rates of adverse events overall were observed between individuals with BD I compared to BD II. Use of emergency medical services was rare (n = 18; 3.3%), and respondents (even those who experienced adverse effects) indicated that psilocybin use was more helpful than harmful. Quantitative findings elaborated on perceived benefits, as well as the potential for psilocybin trips to contain both positively and negatively received elements. Conclusions: The subjective benefits of psilocybin use for mental health symptoms reported by survey participants encourage further investigation of psilocybin-based treatments for BD. Clinical trials should incorporate careful monitoring of symptoms, as data suggest that BD symptoms may emerge or intensify following psilocybin use. (PsycInfo Database Record (c) 2025 APA, all rights reserved)"
"OVID","Treatments for major depression.",2023,"10.1016/s0140-6736%2823%2900951-0",NA,"sin_crudo_emparejado",NA,NA,"Comments on an article by S. Marwaha et al. (see record 2023-39660-025). Steven Marwaha et al. wrote an intriguing Review about new treatments for major depression. My concern is with regard to figure 2 of the Review, which shows the location of the effects of new treatments for depression. The figure shows that psilocybin affected seven locations (two locations of the default mode network [DMN], three of the salience network [SN], and two of the executive network [EN]), whereas ketamine affected four locations. Another concern is a lack of descrip tion of new psychotherapy for depression, although the authors focused on biological treatments. (PsycInfo Database Record (c) 2025 APA, all rights reserved)"
"OVID","Recent developments pertaining to treatment-resistant depression: A 40-year perspective.",2023,"10.1002/wps.21134",NA,"sin_crudo_emparejado",NA,NA,"Comments on an article by R. S. McIntyre et al. (see record 2024-11189-009). The concept of TRD is nearly as old as the first generation of effective treatments for depression, namely electroconvulsive therapy (ECT), tricyclic antidepressants (TCAs) and monoamine oxidase inhibitors (MAOIs). The first papers using that concept were published in the 1970s. In that era, an almost intuitive hierarchy emerged on the basis of the clinical effort needed to implement the treatment: TCAs were generally used first, MAOIs second and ECT third for most patients. There were no randomized controlled trials (RCTs) of TRD in that era, though clinical wisdom taught that MAOIs worked in about one half of the cases in which TCAs failed, and ECT was expected to benefit at least 80% of antidepressant non-responders. As a result, clinicians might have predicted that 70-90% of depressed patients could be treated effectively with this three-step proto- algorithm. While it remains to be seen whether intravenous ketamine or intranasal esketamine -the first FDA-approved therapy to result from these observations -will continue to be widely used a decade from now, it is a fact that the paradigm for drug discovery for TRD has changed for the foreseeable future. In this respect, the path for studying the therapeutic potential of neurosteroid drugs such as zuranolone, which is thought to in- directly affect glutamatergic neurotransmission through GABA-A receptor positive allosteric modulation, has been much less arduous than previously possible. Likewise, the paradigm change determined by the proven efficacy of intravenous ketamine, a con- trolled substance with abuse liability and characteristic dissociative effects, has prepared the field for a new wave of studies examining the therapeutic benefit of psilocybin and related psychedelic compounds that were once considered essentially off limits for therapeutic research. Finally, descendants of transcranial magnetic stimulation, including intermittent theta burst stimulation (iTBS) and an accelerated high-dose iTBS protocol utilizing magnetic resonance imaging to guide or target functional connectivity, have given hope for the possibility of viable alternate neuromodulation strategies for patients with more advanced levels of TRD. McIntyre et al's outline of the evidence concerning TRD, therefore, is timely and provides a thought-provoking overview of an exciting new era in the therapeutics of depression. (PsycInfo Database Record (c) 2025 APA, all rights reserved)"
"OVID","The psychedelic experience and treatment-resistant depression.",2023,"10.1002/wps.21140",NA,"sin_crudo_emparejado",NA,NA,"Comments on an article by R. S. McIntyre et al. (see record 2024-11189-009). Interest in the use of serotonergic agonists such as psilocybin in treatment-resistant depression (TRD) has grown more quickly than the evidence on which to base a final opinion, as emphasized by McIntyre et al. in their review. The potential for psilocybin to enhance the effect of conventional psychotherapies remains of great interest. Work in animals suggests that activation of 5-HT2A receptors produces changes in synaptic function that could underpin greater behavioral plasticity. The challenge for the future, along with safe delivery of the experience, appears likely to be the choice of appropriate additional treatment which may have the potential to enhance outcomes in the long term, be it pharmacological, neurostimulatory or psychotherapeutic. For the present, however, the challenge is to complete a convincing phase 3 programme leading to eventual approval of psilocybin as a medicine. We are not there yet. (PsycInfo Database Record (c) 2025 APA, all rights reserved)"
"OVID","Letter to the editor on ""increased low-frequency brain responses to music after psilocybin therapy for depression"".",2023,"10.1016/j.jad.2023.05.088",NA,"sin_crudo_emparejado",NA,NA,"The recent publication in the Journal of Affective Disorders titled ""Increased low-frequency brain responses to music after psilocybin therapy for depression"" identified significant region-of-interest based effects of treatment in the task scans. In this letter to the editor, I am hoping to raise methodological concerns with regards to the ANOVA ROI analysis that were otherwise not acknowledged in this study. These concerns raise questions as to the impact of confounds, including as age and biological sex, on the reported proportion variance explained by the effects of psilocybin treatment for depression. (PsycInfo Database Record (c) 2025 APA, all rights reserved)"
"OVID","Psychedelic assisted therapy for major depressive disorder: Recent work and clinical directions.",2022,"10.1556/2054.2022.00211",NA,"sin_crudo_emparejado",NA,NA,"Psychedelic substances such as psilocybin and ketamine may represent the future of antidepressant treatment, due to their rapid and prolonged effects on mood and cognition. The current body of psychedelic research has focused on administration and treatment within a psychiatric context. Here, instead, we put to the test the contention that it is necessary to evaluate the current state of this literature from a broader biopsychosocial perspective. Examining these arguably neglected social and psychological aspects of psychedelic treatment can provide a more holistic understanding of the interplay between the interconnected domains. This review of six major clinical trials applies a biopsychosocial model to evaluate the antidepressant effects of psilocybin and ketamine assisted therapy. We conclude that combination psychedelic treatment and psychotherapy facilitate more enduring and profound antidepressant effects than produced by ketamine or psilocybin alone. Emphasising the advantages of therapeutic intervention will encourage those who may attempt to self-medicate with psychedelics to instead seek a framework of psychological support, minimising associated risks of unregulated use. (PsycInfo Database Record (c) 2025 APA, all rights reserved)"
"OVID","Probing the antidepressant potential of psilocybin: Integrating insight from human research and animal models towards an understanding of neural circuit mechanisms.",2023,"10.1007/s00213-022-06297-0",NA,"sin_crudo_emparejado",NA,NA,"Interest in the therapeutic potential of serotonergic psychedelic compounds including psilocybin has surged in recent years. While human clinical research suggests psilocybin holds promise as a rapid and long-lasting antidepressant, little is known about how its acute mechanisms of action mediate enduring alterations in cognition and behavior. Human neuroimaging studies point to both acute and sustained modulation of functional connectivity in key cortically dependent brain networks. Emerging evidence in preclinical models highlights the importance of psilocybin-induced neuroplasticity and alterations in the prefrontal cortex (PFC). Overviewing research in both humans and preclinical models suggests avenues to increase crosstalk between fields. We review how acute modulation of PFC circuits may contribute to long-term structural and functional alterations to mediate antidepressant effects. We highlight the potential for preclinical circuit and behavioral neuroscience approaches to provide basic mechanistic insight into how psilocybin modulates cognitive and affective neural circuits to support further development of psilocybin as a promising new treatment for depression. (PsycInfo Database Record (c) 2025 APA, all rights reserved)"
"OVID","The therapeutic potential of psychedelics: The development of psychedelics as medicines faces several challenges.",2022,"10.1126/science.abn5486",NA,"sin_crudo_emparejado",NA,NA,"Psychedelics are reported to have rapid onset and long-lasting therapeutic benefits after a single or few doses. Sustained (1 year or more) clinical benefits have been reported in depression and smoking cessation studies after just two or three doses of psilocybin combined with psychotherapy. Narrowly defining a drug class by one set of its effects (psychedelic) can be problematic because it colors the perception and may ultimately limit the breadth of its application. The neuroplastic effects of psychedelics may serve to open a therapeutic window, allowing other drugs or treatments to take effect. Positive correlations between the magnitude of the psychedelic experience and therapeutic benefit have not been consistently observed. In headache disorders, acute psychedelic effects appear unrelated to therapeutic outcomes. Across studies, the scales (and subscales) used to measure psychedelic effects are not aligned, leaving the relationship between acute subjective effects and clinical effects unclear. (PsycInfo Database Record (c) 2025 APA, all rights reserved)"
"OVID","Psilocybin's potential mechanisms in the treatment of depression: A systematic review.",2024,"10.1080/02791072.2023.2223195",NA,"sin_crudo_emparejado",NA,NA,"Evidence suggests that psilocybin has therapeutic benefit for treating depression. However, there is little consensus regarding the mechanism by which psilocybin elicits antidepressant effects. This systematic review summarizes existing evidence. Ovid MEDLINE, EMBASE, psychINFO, and Web of Science were searched, for both human and animal studies, using a combination of MeSH Terms and free-text keywords in September 2021. No other mood disorders or psychiatric diagnoses were included. Original papers in English were included. The PRISMA framework was followed for the screening of papers. Two researchers screened the retrieved articles from the literature search, and a third researcher resolved any conflicts. Of 2,193 papers identified, 49 were selected for full-text review. 14 articles were included in the qualitative synthesis. Six supported psilocybin's mechanism of antidepressant action via changes to serotonin or glutamate receptor activity and three papers found an increase in synaptogenesis. Thirteen papers investigated changes in non-receptor or pathway-specific brain activity. Five papers found changes in functional connectivity or neurotransmission, most commonly in the hippocampus or prefrontal cortex. Several neuroreceptors, neurotransmitters, and brain areas are thought to be involved in psilocybin's ability to mitigate depressive symptoms. Psilocybin appears to alter cerebral blood flow to the amygdala and prefrontal cortex, but the evidence on changes in functional connectivity and specific receptor activity remains sparse. The lack of consensus between studies suggests that psilocybin's mechanism of action may involve a variety of pathways, demonstrating the need for more studies on psilocybin's mechanism of action as an antidepressant. (PsycInfo Database Record (c) 2024 APA, all rights reserved)"
"OVID","Update on treatments for anxiety-related disorders.",2023,"10.1097/yco.0000000000000841",NA,"sin_crudo_emparejado",NA,NA,"Purpose of review: This review examines recent evidence that informs the treatment of anxiety-related disorders. Recent findings: In addition to selective serotonin reuptake inhibitors (SSRIs), serotonin and norepinephrine reuptake inhibitors (SNRIs), and benzodiazepines, agomelatine has demonstrated efficacy in treating generalized anxiety disorder (GAD). Other novel products, such as ketamine, psilocybin and cannabidiol, are in the process of gathering evidence in support of the treatment of anxiety disorders. In psychological therapy, various psychological treatments for anxiety disorders, such as mindfulness-based intervention, acceptance and commitment therapy, psychodynamic therapy, emotion-focused therapy and dialectical behavioural therapy, have been tried. Still, most therapies have not proven superior to cognitive behavioural therapy (CBT). In very preliminary findings: Repetitive transcranial magnetic stimulation (rTMS) was effective in GAD; transcranial direct current stimulation (tDCS) was effective for social anxiety disorder (SAD) and GAD and augmented exposure therapy for specific fears. Internet and mobile-based interventions have comparable efficacy to face-to-face therapy. Summary: Pharmacotherapy of anxiety disorders is expanding to novel products. Despite trying other psychological therapies for anxiety disorders, most therapies were comparable to but not superior to CBT. rTMS and tDCS were also used and show early promise for GAD, but further studies are needed. Most internet or mobile app based psychological therapies were based on CBT, and some can be considered as alternatives to in-person face-to-face therapy. (PsycInfo Database Record (c) 2023 APA, all rights reserved)"
"OVID","Psilocybin-assisted therapy for depression: A systematic review and meta-analysis.",2023,"10.1016/j.psychres.2023.115531",NA,"sin_crudo_emparejado",NA,NA,"The aim of this review was to determine the effect of psilocybin on depressive symptoms in patients diagnosed with life-threatening illnesses or major depressive disorder. Systematic searches were conducted to search for randomized clinical trials and open-label trials that evaluated depression symptoms after psilocybin therapy. Data was pooled using a random-effects model. The primary outcome was the standardized mean difference (SMD) in depression severity, determined by calculating the change in depression ratings from baseline to the primary endpoint in the psilocybin arm versus the control arm. The literature search yielded 1734 studies, and 13 studies (n = 686) were included in either qualitative and/or quantitative analyses. The meta-analysis included 9 studies (pooled n = 596) and yielded a large effect size in favour of psilocybin (SMD = -0.78; p < 0.001). Risk ratios for response and remission were large and significant in favour of psilocybin. A review of open-label trials showed robust decreases in depressive symptoms following psilocybin administration. These findings provide preliminary evidence for antidepressant efficacy with psilocybin-assisted psychotherapy, however, further studies are needed to evaluate safety and efficacy and to optimize treatment protocols. (PsycInfo Database Record (c) 2023 APA, all rights reserved)"
"OVID","Psilocybin-assisted therapy for depression: A systematic review and dose-response meta-analysis of human studies.",2023,"10.1016/j.euroneuro.2023.07.011",NA,"sin_crudo_emparejado",NA,NA,"Psilocybin is increasingly studied for its antidepressant effect, but its optimal dosage for depression remains unclear. We conducted a systematic review and a dose-response meta-analysis to find the optimal dosage of psilocybin to reduce depression scores. Following our protocol (CRD 42022220190) multiple electronic databases were searched from their inception until February 2023, to identify double-blind randomized placebo-controlled (RCTs) fixed-dose trials evaluating the use of psilocybin for adult patients with primary or secondary depression. A one-stage dose-response meta-analysis with restricted cubic splines was used. Cochrane risk of bias was used to assess risk of bias. Our analysis included seven studies with a total of 489 participants. Among these, four studies focused on primary depression (N = 366), including one study with patients suffering from treatment-resistant depression. The remaining three studies examined secondary depression (N = 123). The determined 95% effective doses per day (ED95) were 8.92, 24.68, and 36.08 mg/70 kg for patients with secondary depression, primary depression, and both subgroups, respectively. We observed significant dose-response associations for all curves, each plateauing at different levels, except for the bell-shaped curve observed in the case of secondary depression. Additionally, we found significant dose-response associations for various side effects, including physical discomfort, blood pressure increase, nausea/vomiting, headache/migraine, and the risk of prolonged psychosis. In conclusion, we discovered specific ED95 values for different populations, indicating higher ED95 values for treatment-resistant depression, primary depression, and secondary depression groups. Further RCTs are necessary for each population to determine the optimal dosage, allowing for maximum efficacy while minimizing side effects. (PsycInfo Database Record (c) 2023 APA, all rights reserved)"
"OVID","Psilocybin history, action and reaction: A narrative clinical review.",2023,"10.1177/02698811231190858",NA,"sin_crudo_emparejado",NA,NA,"Hallucinogenic mushrooms have been used in religious and cultural ceremonies for centuries. Of late, psilocybin, the psychoactive compound in hallucinogenic mushrooms, has received increased public interest as a novel drug for treating mood and substance use disorders (SUDs). In addition, in recent years, some states in the United States have legalized psilocybin for medical and recreational use. Given this, clinicians need to understand the potential benefits and risks related to using psilocybin for therapeutic purposes so that they can accurately advise patients. This expert narrative review summarizes the scientific basis and clinical evidence on the safety and efficacy of psilocybin-assisted therapy for treating psychiatric disorders and SUDs. The results of this review are structured as a more extensive discussion about psilocybin's history, putative mechanisms of action, and recent legislative changes to its legal status. There is modest evidence of psilocybin-assisted therapy for treating depression and anxiety disorders. In addition, early data suggest that psilocybin-assisted therapy may effectively reduce harmful drinking in patients with alcohol use disorders. The evidence further suggests psilocybin, when administered under supervision (psilocybin-assisted therapy), the side effects experienced are mild and transient. The occurrence of severe adverse events following psilocybin administration is uncommon. Still, a recent clinical trial found that individuals in the psilocybin arm had increased suicidal ideations and non-suicidal self-injurious behaviors. Given this, further investigation into the safety and efficacy of psilocybin-assisted therapy is warranted to determine which patient subgroups are most likely to benefit and which are most likely to experience adverse outcomes related to its use. (PsycInfo Database Record (c) 2023 APA, all rights reserved)"
"OVID","A case of prolonged mania, psychosis, and severe depression after psilocybin use: Implications of increased psychedelic drug availability.",2022,"10.1176/appi.ajp.22010073",NA,"sin_crudo_emparejado",NA,NA,"The article presents a case of a 32-year-old woman who presented for continuation of treatment in May 2021 with a chief complaint of ""cognitive dysfunction and severe reduced functionality."" Eight months before her first appointment with one of the authors, the patient was in her usual state of health. She had a history of mild depression and generalized anxiety disorder, successfully treated with venlafaxine prescribed by her psychiatrist. At this time, her sleep, appetite, concentration, and range of mood were normal. She was employed as a senior associate at a high-level accounting firm and had graduated from a prestigious graduate school, both competitive environments in which she excelled. In the fall of 2020, at the urging of friends, the patient decided to ingest psilocybin mushrooms. She was still consistently taking venlafaxine at the time of ingestion. Hours after the second ingestion, she developed paranoid delusions, which persisted for months. After 2 months, during which she titrated up to the relatively high dosage of 4.5 mg/day of pramipexole, she reported a significant shift in her functioning. She started to feel emotions again, and began to performbasic errands and self-care. Using the experience of the patient presented in this case-a patient who experienced a profound negative reaction after recreational ingestion of psilocybin mushrooms-to understand some of the risks associated with psychedelic use, authors discuss several challenging issues that are emerging as psychedelics receive more media attention and become more available. Authors explore differences between clinical and nonclinical psychedelic use and their attendant risks and benefits. This case suggests that current policy trends, including efforts to render psychedelics widely available for therapeutic use, will place patients at undue risk. Finally, authors make recommendations for the future of psychedelic research and clinical applications based on the patient's experience. Details of the case have been modified to protect the patient's identity, and the patient has approved publication of the case for educational purposes. Psychiatrists have an ethical obligation to maintain clinical equipoise with regard to new treatments while they are still in the investigational stage. At this point, psychedelics are on track to becoming an evidence-based psychiatric intervention, with positive clinical trials thus far. Optimism about these positive results is warranted, but psychiatrists should be aware that only a few hundred patients have actually received psilocybin in clinical research settings-which suggests a field that is still in its infancy-and, in contrast to other randomized placebo-controlled clinical trials, blinding is simply not possible with psilocybin. Psychiatrists should remain open to any outcome of clinical research while the safety and efficacy of psychedelics are still being determined. Right now, a promising psychiatric treatment risks getting swept up in a broader cultural moment-a dynamic that could lead to compromises in quality and reduce the efficacy of psychedelic therapies. Similar cultural forces led to the demise of psychedelic therapies a half century ago. Today we find ourselves in the unprecedented position where the safety and efficacy of medical treatments are being decided by popular opinion-and at the expense of the scientific process. The field of psychiatry should stand for the integrity of the scientific process, and encourage the development and administration of new treatments, including psychedelic therapies, in ways that maximize their safety and efficacy. (PsycInfo Database Record (c) 2023 APA, all rights reserved)"
"OVID","Pharmacotherapies for treatment-resistant depression: How antipsychotics fit in the rapidly evolving therapeutic landscape.",2023,"10.1176/appi.ajp.20230025",NA,"sin_crudo_emparejado",NA,NA,"One in three adults with major depressive disorder (MDD) do not experience clinically significant improvement after multiple sequential courses of antidepressants and have treatment-resistant depression (TRD). The presence of TRD contributes to the morbidity and excess mortality associated with MDD and has been linked to significantly increased health care expenses. In the absence of a consensus definition of TRD, this report takes a broad approach by considering inadequate response to one or more courses of antidepressants and focuses on atypical antipsychotics that are approved by the U.S. Food and Drug Administration for treatment of depression (aripiprazole, brexpiprazole, cariprazine, extended-release quetiapine, and olanzapine-fluoxetine combination). While multiple acute-phase studies have demonstrated the efficacy of these medications in improving depressive symptoms, clinically meaningful improvement (i.e., remission) remains limited, with significant concerns about side effects (including weight gain, metabolic dysfunction, extrapyramidal symptoms, and tardive dyskinesia), especially with long-term use. With the rapidly evolving landscape of antidepressant treatments over the past few years, which has witnessed approval of rapid-acting antidepressants (e.g., esketamine nasal spray and dextromethorphan-bupropion combination) and several more in the late-stage pipeline (e.g., zuranolone and psilocybin), it remains to be seen whether the use of atypical antipsychotics will go the way of the older and rarely prescribed antidepressants (such as tricyclics and monoamine oxidase inhibitors). Pragmatic clinical trials are needed to compare the effectiveness of atypical antipsychotics with TRD-specific pharmacotherapies and neuromodulation treatments and to identify the optimal sequencing of these varied approaches for patients with MDD. When using atypical antipsychotics, clinicians and patients are encouraged to use a shared decision-making approach by personalizing treatment selection based on anticipated side effects, tolerability, cost, and feasibility. (PsycInfo Database Record (c) 2023 APA, all rights reserved)"
"OVID","Psilocybin-assisted therapy improves psycho-social-spiritual well-being in cancer patients.",2023,"10.1016/j.jad.2022.11.046",NA,"sin_crudo_emparejado",NA,NA,"Background: While psychedelics have been shown to improve psycho-spiritual well-being, the underlying elements of this change are not well-characterized. The NIH-HEALS posits that psycho-social-spiritual change occurs through the factors of Connection, Reflection & Introspection, and Trust & Acceptance. This study aimed to evaluate the changes in NIH-HEALS scores in a cancer population with major depressive disorder undergoing psilocybin-assisted therapy. Methods: In this Phase II, single-center, open label trial, 30 cancer patients with major depressive disorder received a fixed dose of 25 mg of psilocybin. Participants underwent group preparation sessions, simultaneous psilocybin treatment administered in adjacent rooms, and group integration sessions, along with individual care. The NIH-HEALS, a self-administered, 35-item measure of psycho-social spiritual healing was completed at baseline and post-treatment at day 1, week 1, week 3, and week 8 following psilocybin therapy. Results: NIH-HEALS scores, representing psycho-social-spiritual wellbeing, improved in response to psilocybin treatment (p < 0.001). All three factors of the NIH-HEALS (Connection, Reflection & Introspection, and Trust & Acceptance) demonstrated positive change by 12.7 %, 7.7 %, and 22.4 %, respectively. These effects were apparent at all study time points and were sustained up to the last study interval at 8 weeks (p < 0.001). Limitations: The study lacks a control group, relies on a self-report measure, and uses a relatively small sample size with limited diversity that restricts generalizability. Conclusions: Findings suggest that psilocybin-assisted therapy facilitates psycho-social-spiritual growth as measured by the NIH-HEALS and its three factors. This supports the factors of Connection, Reflection & Introspection, and Trust & Acceptance as underlying elements for psycho-social-spiritual healing in cancer patients, and validates the use of the NIH-HEALS within psychedelic research. (PsycInfo Database Record (c) 2023 APA, all rights reserved)"
"OVID","Beating pain with psychedelics: Matter over mind?",2022,"10.1016/j.neubiorev.2021.12.005",NA,"sin_crudo_emparejado",NA,NA,"Basic pain research has shed light on key cellular and molecular mechanisms underlying nociceptive and phenomenological aspects of pain. Despite these advances, we still yearn for the discovery of novel therapeutic strategies to address the unmet needs of about 70 % of chronic neuropathic pain patients whose pain fails to respond to opioids as well as to other conventional analgesic agents. Importantly, a substantial body of clinical observations over the past decade cumulatively suggests that the psychedelic class of drugs may possess heuristic value for understanding and treating chronic pain conditions. The present review presents a theoretical framework for hitherto insufficiently understood neuroscience-based mechanisms of psychedelics' potential analgesic effects. To that end, searches of PubMed-indexed journals were performed using the following Medical Subject Headings' terms: pain, analgesia, inflammatory, brain connectivity, ketamine, psilocybin, functional imaging, and dendrites. Recursive sets of scientific and clinical evidence extracted from this literature review were summarized within the following key areas: (1) studies employing psychedelics for alleviation of physical and emotional pain; (2) potential neuro-restorative effects of psychedelics to remediate the impaired connectivity underlying the dissociation between pain-related conscious states/cognitions and the subcortical activity/function leading to the eventual chronicity through immediate and long-term effects on dentritic plasticity; (3) anti-neuroinflammatory and pro-immunomodulatory actions of psychedelics as the may pertain to the role of these factors in the pathogenesis of neuropathic pain; (4) safety, legal, and ethical consideration inherent in psychedelics' pharmacotherapy. In addition to direct beneficial effects in terms of reduction of pain and suffering, psychedelics' inclusion in the analgesic armamentarium will contribute to deeper and more sophisticated insights not only into pain syndromes but also into frequently comorbid psychiatric condition associated with emotional pain, e.g., depressive and anxiety disorders. Further inquiry is clearly warranted into the above areas that have potential to evolve into further elucidate the mechanisms of chronic pain and affective disorders, and lead to the development of innovative, safe, and more efficacious neurobiologically-based therapeutic approaches. (PsycInfo Database Record (c) 2025 APA, all rights reserved)"
"OVID","Future directions for clinical psilocybin research: The relaxed symptom network.",2022,"10.1037/pne0000290",NA,"sin_crudo_emparejado",NA,NA,"Objective: Recent clinical trials have demonstrated that psilocybin may have strong antidepressant effects, and may be effective in the treatment of depressive disorders when embedded in a psychotherapeutic protocol (psilocybin-assisted psychotherapy; PAP). However, despite promising results, the mechanism(s) that may be responsible for the antidepressant effects of PAP remain contested. Within this article, it is argued that the 'Network Theory of Mental Disorders' may be a useful tool for clinical research with psilocybin, and may help elucidate the antidepressant elements of PAP. Method: The clinical research using PAP for depressive disorders is briefly summarised, as are the potential mechanisms of PAP. In addition to this, the fundamental tenets of the network theory is presented, with particular reference to depression. In brief, the network theory proposes that depression is an emergent phenomenon, due to strong interactions in a complex dynamic symptom network. Results: A model of action based on a symptom network is proposed. It is hypothesised that, if PAP is successful, the connections between symptoms in a network will weaken, thereby rendering the patient less vulnerable to developing/relapsing into depression. It is argued that the application of the network theory may ultimately improve responsiveness and reduce relapse in PAP. Practical guidance in using the network theory for future clinical research with psilocybin is also provided. Conclusion: This article presents the primary hypothesis of the authors (The Relaxed Symptom Network), and intends to inform future researchers on how to integrate the network theory with future clinical studies using PAP. (PsycInfo Database Record (c) 2025 APA, all rights reserved)"
"OVID","Rapid-response treatments for depression and requests for physician-assisted death: An ethical analysis.",2022,"10.1016/j.jagp.2022.07.003",NA,"sin_crudo_emparejado",NA,NA,"Depression is common at the end of life, and there is longstanding concern that it may affect terminally ill patients' decisions to request physician-assisted death (PAD). However, it is difficult for clinicians to determine the role of depression in a patient's PAD request. A recent case series described rapid responses to intranasal ketamine in three patients with terminal illness and comorbid depression who had requested PAD. One patient withdrew her request (which, in retrospect, had been driven by her depression) while the others maintained their requests; in all three, the rapid relief clarified the role of depression in the patients' decision-making. In addition to ketamine, there are other emerging rapid-response treatments for depression, including psilocybin with psychological support and functional connectivity-guided transcranial magnetic stimulation. We examine three key ethical implications of such treatments: their role in clarifying the decision-making capacity of depressed patients requesting PAD; the potential tension between the legal definition of irremediability in some jurisdictions and the ethical obligations of clinicians; and the likely obstacles to treatment access and their implications for equal respect for autonomy of patients. (PsycInfo Database Record (c) 2025 APA, all rights reserved)"
"OVID","How important is a guide who has taken psilocybin in Psilocybin-Assisted Therapy for depression?",2023,"10.1080/02791072.2022.2047842",NA,"sin_crudo_emparejado",NA,NA,"Promising outcomes of Psilocybin-Assisted Therapy (PAT) for depression have generated concerted efforts to replicate, extend, and refine protocols to maximize efficacy. Psychotherapy research reveals that clients benefit most when important components of treatment align with their personal preferences. One open question related to PAT concerns the importance of the psilocybin experience of the guides (trained professionals present during acute effects). We sought to assess the importance of a guide who had used psilocybin to potential clients with depressive symptoms. Over 800 MTurk respondents with depressive symptoms rated the import of a guide who had used psilocybin relative to alternative characteristics in guides and cognitive behavioral (CBT) therapists. Importance ratings for guides who had used psilocybin significantly exceeded the ""somewhat important"" level (50 on a 0-100 scale), other guide-related qualities, and comparable ratings for a cognitive behavioral therapist who shared demographics, had experience with depression and received cognitive therapy personally. People of color (those who are not Caucasian) and those who had previous therapy gave significantly higher importance ratings for guides who had used psilocybin. Participants who chose to list other qualities important for guides listed very similar ones for CBT therapists, often emphasizing proper training and an empathic demeanor. Guides who have used psilocybin, who inform clients of the fact, might have advantages for facilitating PAT's antidepressant effects, as least in a subset of clients. (PsycInfo Database Record (c) 2025 APA, all rights reserved)"
"OVID","Are psychedelics fast acting antidepressant agents?",2022,"10.1007/s00115-021-01255-1",NA,"sin_crudo_emparejado",NA,NA,"Background: Psychedelics, such as psilocybin represent one of the most promising current therapeutic approaches in psychiatry. Objective: Psychedelics seem to have not only potent antidepressant effects. Do they also work particularly quickly, i.e. within one day? Material and methods: The available literature on clinical studies of psychedelics in depressive syndromes is presented both from the period up to the prohibition of these substances in the late 1960s as well as after the resumption of research in the 2000s. One focus is the speed of onset of antidepressant action. Results: Only the clinical studies published since 2016 that meet modern methodological standards have also systematically examined the speed of the antidepressant onset of action. The published studies, which were almost exclusively carried out with psilocybin, so far show small sample sizes (the total number of patients with depression treated in published clinical studies is <200) and some of them have methodological weaknesses; however, they suggest a pronounced and very rapid onset of action within one day for depression, treatment-resistant depression and depression in the context of life-threatening cancer. Conclusion: The available studies indicate a potent, rapid onset and in many cases long-lasting antidepressant effect over several months. The currently conducted studies with three-digit patient numbers will provide final information about the potential of psilocybin for depression. (PsycInfo Database Record (c) 2025 APA, all rights reserved)"
"OVID","Molecular mechanisms of psilocybin and implications for the treatment of depression.",2022,"10.1007/s40263-021-00877-y",NA,"sin_crudo_emparejado",NA,NA,"Therapeutic deficiencies with monoaminergic antidepressants invites the need to identify and develop novel rapid-acting antidepressants. Hitherto, ketamine and esketamine are identified as safe, well-tolerated rapid-acting antidepressants in adults with treatment-resistant depression, and also mitigate measures of suicidality. Psilocybin is a naturally occurring psychoactive alkaloid and non-selective agonist at many serotonin receptors, especially at serotonin 5-HT2A receptors, and is found in the Psilocybe genus of mushrooms. Preliminary studies with psilocybin have shown therapeutic promise across diverse populations including major depressive disorder. The pharmacodynamic mechanisms mediating the antidepressant and psychedelic effects of psilocybin are currently unknown but are thought to involve the modulation of the serotonergic system, primarily through agonism at the 5-HT2A receptors and downstream changes in gene expression. It is also established that indirect effects on dopaminergic and glutamatergic systems are contributory, as well as effects at other lower affinity targets. Along with the direct effects on neurochemical systems, psilocybin alters neural circuitry and key brain regions previously implicated in depression, including the default mode network and amygdala. The aim of this review is to synthesize the current understanding of the receptor pharmacology and neuronal mechanisms underlying the psychedelic and putative antidepressant properties of psilocybin. (PsycInfo Database Record (c) 2025 APA, all rights reserved)"
